Date,Volume,Open,High,Low,Close,Adj Close
14-02-22,26792000,133.37,136.17,133.30,135.30,135.30
15-02-22,26578000,137.47,137.90,135.54,136.43,136.43
16-02-22,25610000,136.43,137.95,134.82,137.49,137.49
17-02-22,30968000,136.15,136.84,132.20,132.31,132.31
18-02-22,31858000,133.04,133.82,130.31,130.47,130.47
22-02-22,38906000,129.99,131.90,127.74,129.40,129.40
23-02-22,26432000,131.08,131.75,127.50,127.58,127.58
24-02-22,43166000,125.00,133.04,124.76,132.67,132.67
25-02-22,26236000,133.53,135.39,131.76,134.52,134.52
28-02-22,29676000,133.28,135.64,132.83,134.89,134.89
01-03-22,24640000,134.48,136.11,133.38,134.17,134.17
02-03-22,23966000,134.61,135.62,133.43,134.75,134.75
03-03-22,19780000,135.98,136.71,133.43,134.31,134.31
04-03-22,24446000,133.38,134.20,130.41,132.12,132.12
07-03-22,39178000,131.90,131.90,126.41,126.46,126.46
08-03-22,35250000,126.25,131.25,125.86,127.28,127.28
09-03-22,32258000,131.40,134.20,130.09,133.87,133.87
10-03-22,24266000,131.46,133.54,131.40,132.68,132.68
11-03-22,26600000,134.00,134.20,130.30,130.48,130.48
14-03-22,30254000,130.57,131.03,126.41,126.74,126.74
15-03-22,30292000,127.74,130.52,126.57,129.66,129.66
16-03-22,32058000,131.00,133.77,129.20,133.69,133.69
17-03-22,23994000,133.32,134.74,132.72,134.60,134.60
18-03-22,45900000,133.88,136.91,132.93,136.80,136.80
21-03-22,26632000,136.85,137.58,134.61,136.48,136.48
22-03-22,29776000,136.50,141.50,136.50,140.28,140.28
23-03-22,25302000,139.14,140.02,138.17,138.50,138.50
24-03-22,20544000,139.27,141.40,138.04,141.31,141.31
25-03-22,19270000,141.75,141.96,139.70,141.52,141.52
28-03-22,23774000,140.68,141.98,139.83,141.95,141.95
29-03-22,28678000,143.16,144.16,142.48,143.25,143.25
30-03-22,21046000,142.87,143.48,142.17,142.64,142.64
31-03-22,29516000,142.45,142.64,139.62,139.65,139.65
01-04-22,23480000,140.01,140.95,138.80,140.70,140.70
04-04-22,19076000,140.82,144.04,140.82,143.64,143.64
05-04-22,19256000,143.40,143.59,140.94,141.06,141.06
06-04-22,23574000,139.16,139.85,136.42,137.18,137.18
07-04-22,19448000,136.62,137.70,134.86,136.46,136.46
08-04-22,16434000,136.25,136.25,133.75,134.01,134.01
11-04-22,24188000,132.90,132.94,129.62,129.80,129.80
12-04-22,23004000,132.42,132.42,127.58,128.37,128.37
13-04-22,19542000,128.63,130.66,128.44,130.29,130.29
14-04-22,23484000,130.65,130.71,127.11,127.25,127.25
18-04-22,14918000,127.41,128.71,126.58,127.96,127.96
19-04-22,22720000,128.08,130.90,127.45,130.53,130.53
20-04-22,22610000,131.28,131.92,127.89,128.25,128.25
21-04-22,30158000,129.35,130.31,124.65,124.94,124.94
22-04-22,46410000,125.00,125.45,119.14,119.61,119.61
25-04-22,34522000,119.43,123.28,118.77,123.25,123.25
26-04-22,49394000,122.75,122.75,119.16,119.51,119.51
27-04-22,62238000,114.37,117.50,113.12,115.02,115.02
28-04-22,36790000,117.11,120.44,115.14,119.41,119.41
29-04-22,33694000,117.58,118.96,114.69,114.97,114.97
02-05-22,30280000,113.91,117.34,113.40,117.16,117.16
03-05-22,21216000,116.76,119.30,116.63,118.13,118.13
04-05-22,33232000,118.00,123.14,115.74,122.57,122.57
05-05-22,43090000,120.22,121.23,115.18,116.75,116.75
06-05-22,35310000,115.52,117.50,114.14,115.66,115.66
09-05-22,34520000,113.30,115.56,112.55,113.08,113.08
10-05-22,31158000,116.04,116.69,113.38,114.58,114.58
11-05-22,36502000,113.71,116.67,113.65,113.96,113.96
12-05-22,41464000,111.94,114.86,110.11,113.16,113.16
13-05-22,29738000,114.85,118.08,114.00,116.52,116.52
16-05-22,23282000,115.38,116.61,114.33,114.79,114.79
17-05-22,21576000,117.23,117.23,115.34,116.70,116.70
18-05-22,27982000,115.24,115.70,112.14,112.40,112.40
19-05-22,29192000,111.84,113.59,110.47,110.75,110.75
20-05-22,37586000,112.09,112.55,106.37,109.31,109.31
23-05-22,31558000,110.10,112.01,109.15,111.67,111.67
24-05-22,60386000,106.38,106.39,102.21,105.93,105.93
25-05-22,37900000,105.14,106.54,104.21,105.84,105.84
26-05-22,30288000,106.05,108.96,105.49,108.30,108.30
27-05-22,29924000,109.79,112.87,109.55,112.80,112.80
31-05-22,51302000,113.08,116.43,112.57,114.04,114.04
01-06-22,28630000,114.93,117.40,113.55,114.14,114.14
02-06-22,27472000,114.19,117.90,113.31,117.75,117.75
03-06-22,25052000,115.99,116.36,113.67,114.56,114.56
06-06-22,23786000,116.74,119.40,116.53,117.01,117.01
07-06-22,26414000,115.65,117.75,115.13,117.23,117.23
08-06-22,22544000,116.88,118.65,116.70,117.24,117.24
09-06-22,23142000,116.34,118.35,114.87,114.92,114.92
10-06-22,31324000,112.78,113.50,110.86,111.43,111.43
13-06-22,36756000,107.45,109.22,106.59,106.88,106.88
14-06-22,25480000,106.89,108.46,106.35,107.19,107.19
15-06-22,33192000,108.90,112.06,108.12,110.39,110.39
16-06-22,35314000,108.15,109.29,105.79,106.64,106.64
17-06-22,43516000,106.54,109.25,105.63,107.87,107.87
21-06-22,39010000,109.70,112.67,109.29,112.01,112.01
22-06-22,23922000,111.16,113.77,110.72,112.03,112.03
23-06-22,24710000,112.95,113.20,111.03,112.68,112.68
24-06-22,39122000,113.60,118.64,113.60,118.54,118.54
27-06-22,32840000,118.93,119.25,116.00,116.62,116.62
28-06-22,28232000,116.35,117.86,112.44,112.57,112.57
29-06-22,18628000,112.15,113.66,111.55,112.26,112.26
30-06-22,38046000,110.50,111.33,107.31,109.37,109.37
01-07-22,31028000,108.34,109.81,107.11,109.08,109.08
05-07-22,36398000,107.51,114.05,106.25,113.89,113.89
06-07-22,28852000,114.09,116.35,112.25,115.21,115.21
07-07-22,32184000,116.01,119.86,115.53,119.31,119.31
08-07-22,29082000,117.55,120.43,117.51,120.17,120.17
11-07-22,26718000,118.65,118.79,116.23,116.52,116.52
12-07-22,24970000,116.84,117.85,114.61,114.85,114.85
13-07-22,38958000,112.64,115.16,111.82,112.19,112.19
14-07-22,32366000,110.83,111.99,109.33,111.44,111.44
15-07-22,34330000,112.96,114.00,111.82,112.77,112.77
18-07-22,33354000,113.44,114.80,109.30,109.91,109.91
19-07-22,30992300,111.73,114.81,110.50,114.62,114.62
20-07-22,26780100,114.06,116.33,113.26,114.70,114.70
21-07-22,27267800,115.09,115.21,111.91,115.04,115.04
22-07-22,44455300,111.81,113.18,107.60,108.36,108.36
25-07-22,28289900,108.88,110.58,107.01,108.21,108.21
26-07-22,36626600,107.43,107.74,104.76,105.44,105.44
27-07-22,41474600,109.60,114.40,108.42,113.60,113.60
28-07-22,23303800,112.80,114.70,111.85,114.59,114.59
29-07-22,31336200,113.40,116.90,113.23,116.64,116.64
01-08-22,22856200,115.53,117.12,114.69,115.48,115.48
02-08-22,17911000,114.43,117.08,114.26,115.90,115.90
03-08-22,25302800,116.34,119.42,116.15,118.78,118.78
04-08-22,15757700,118.30,119.50,117.71,118.87,118.87
05-08-22,15615700,116.93,118.86,116.71,118.22,118.22
08-08-22,17061100,119.12,120.86,117.83,118.14,118.14
09-08-22,15424300,117.99,118.20,116.56,117.50,117.50
10-08-22,20497000,119.59,121.78,119.36,120.65,120.65
11-08-22,16671600,122.08,122.34,119.55,119.82,119.82
12-08-22,16121100,121.16,122.65,120.40,122.65,122.65
15-08-22,15525000,122.21,123.26,121.57,122.88,122.88
16-08-22,15626200,122.32,123.23,121.54,122.51,122.51
17-08-22,17589200,120.93,122.15,120.20,120.32,120.32
18-08-22,15652000,120.23,121.69,119.55,120.86,120.86
19-08-22,20187000,119.87,120.00,117.67,118.12,118.12
22-08-22,19316000,116.10,116.50,114.67,115.07,115.07
23-08-22,14390700,114.32,115.93,114.30,114.77,114.77
24-08-22,16051200,114.45,115.72,113.78,114.70,114.70
25-08-22,14874700,115.15,117.78,115.05,117.70,117.70
26-08-22,31698700,115.81,116.60,111.22,111.30,111.30
29-08-22,20386100,110.78,111.96,109.81,110.34,110.34
30-08-22,20548200,111.03,111.37,108.80,109.91,109.91
31-08-22,25898000,111.63,111.77,109.05,109.15,109.15
01-09-22,22784400,109.20,111.22,108.19,110.55,110.55
02-09-22,20618100,111.34,111.68,108.13,108.68,108.68
06-09-22,20565100,108.14,108.88,106.51,107.48,107.48
07-09-22,22987200,107.76,110.99,107.61,110.48,110.48
08-09-22,21660700,109.18,110.58,108.06,109.42,109.42
09-09-22,21732900,110.05,112.00,110.00,111.78,111.78
12-09-22,19732900,111.99,112.64,110.93,111.87,111.87
13-09-22,33015000,108.89,109.37,105.00,105.31,105.31
14-09-22,22115800,105.44,106.10,104.50,105.87,105.87
15-09-22,26494900,105.01,106.21,103.31,103.90,103.90
16-09-22,64540100,102.97,104.03,101.86,103.63,103.63
19-09-22,19738600,102.54,104.02,102.37,103.85,103.85
20-09-22,24001700,102.88,103.17,101.12,101.83,101.83
21-09-22,26596800,102.24,103.49,99.99,100.01,100.01
22-09-22,21272700,99.45,101.68,99.41,100.57,100.57
23-09-22,25657000,100.06,100.11,98.01,99.17,99.17
26-09-22,22437900,98.61,100.44,98.38,98.81,98.81
27-09-22,24225000,99.91,100.46,97.34,98.09,98.09
28-09-22,24617000,98.02,101.40,97.80,100.74,100.74
29-09-22,21921500,99.30,99.30,96.52,98.09,98.09
30-09-22,26277800,97.73,99.49,96.03,96.15,96.15
03-10-22,24840000,97.22,99.97,97.02,99.30,99.30
04-10-22,22580900,101.04,102.72,101.04,102.41,102.41
05-10-22,18475500,100.69,102.74,99.74,102.22,102.22
06-10-22,17156200,101.50,103.73,101.50,102.24,102.24
07-10-22,24249900,100.65,101.42,99.21,99.57,99.57
10-10-22,16529900,99.85,99.99,97.87,98.71,98.71
11-10-22,21617700,98.25,100.12,97.25,98.05,98.05
12-10-22,17343400,98.27,99.65,97.67,98.30,98.30
13-10-22,32812200,95.93,100.53,95.27,99.71,99.71
14-10-22,22624800,100.63,101.29,97.03,97.18,97.18
17-10-22,23311600,99.52,101.77,99.51,100.78,100.78
18-10-22,21610500,103.94,104.22,100.65,101.39,101.39
19-10-22,21573700,100.70,101.66,99.64,100.29,100.29
20-10-22,25125100,100.82,103.00,99.97,100.53,100.53
21-10-22,28988700,98.46,101.62,98.23,101.48,101.48
24-10-22,24680800,102.09,103.10,100.30,102.97,102.97
25-10-22,29910200,103.30,105.10,103.02,104.93,104.93
26-10-22,71504300,96.76,98.54,94.57,94.82,94.82
27-10-22,54036500,94.31,95.17,91.90,92.60,92.60
28-10-22,35696900,92.53,96.86,92.32,96.58,96.58
31-10-22,29868700,95.78,96.35,94.38,94.66,94.66
01-11-22,43220600,95.59,96.17,90.43,90.50,90.50
02-11-22,43553600,90.91,91.30,87.01,87.07,87.07
03-11-22,48510400,86.35,86.55,83.45,83.49,83.49
04-11-22,40173300,85.51,86.73,83.88,86.70,86.70
07-11-22,26899900,87.34,88.94,86.96,88.65,88.65
08-11-22,30172000,89.16,90.40,87.65,88.91,88.91
09-11-22,26743900,88.54,89.49,87.36,87.40,87.40
10-11-22,42371200,92.34,94.55,91.65,94.17,94.17
11-11-22,30569100,94.71,97.36,94.16,96.73,96.73
14-11-22,24170100,95.50,97.18,95.11,96.03,96.03
15-11-22,31831000,98.67,100.42,97.02,98.72,98.72
16-11-22,24660200,98.02,99.85,97.90,98.99,98.99
17-11-22,21818700,97.18,99.48,97.10,98.50,98.50
18-11-22,24969900,99.01,99.16,96.74,97.80,97.80
21-11-22,18696900,97.56,98.72,95.67,95.83,95.83
22-11-22,18868900,96.16,97.55,94.41,97.33,97.33
23-11-22,17568900,97.34,99.07,97.34,98.82,98.82
25-11-22,8567800,98.46,98.94,97.53,97.60,97.60
28-11-22,19974500,97.20,97.83,95.89,96.25,96.25
29-11-22,20220000,96.00,96.39,94.39,95.44,95.44
30-11-22,39888100,95.12,101.45,94.67,101.45,101.45
01-12-22,21771500,101.40,102.59,100.67,101.28,101.28
02-12-22,18821500,99.37,101.15,99.17,100.83,100.83
05-12-22,19955500,99.82,101.75,99.36,99.87,99.87
06-12-22,20877600,99.67,100.21,96.76,97.31,97.31
07-12-22,26647900,96.77,97.31,95.03,95.15,95.15
08-12-22,25593200,95.69,95.87,93.80,93.95,93.95
09-12-22,21885300,93.90,94.49,93.02,93.07,93.07
12-12-22,27380900,93.09,93.88,91.90,93.56,93.56
13-12-22,34788500,98.07,99.80,95.38,95.85,95.85
14-12-22,26452900,95.54,97.22,93.94,95.31,95.31
15-12-22,28298800,93.54,94.03,90.43,91.20,91.20
16-12-22,48485500,91.20,91.75,90.01,90.86,90.86
19-12-22,23020500,90.88,91.20,88.93,89.15,89.15
20-12-22,21976800,88.73,89.78,88.04,89.63,89.63
21-12-22,20336400,89.73,90.92,88.91,90.25,90.25
22-12-22,23656100,88.93,89.18,86.94,88.26,88.26
23-12-22,17815000,87.62,90.10,87.62,89.81,89.81
27-12-22,15470900,89.31,89.50,87.54,87.93,87.93
28-12-22,17879600,87.50,88.52,86.37,86.46,86.46
29-12-22,18280700,87.03,89.36,86.99,88.95,88.95
30-12-22,19190300,87.36,88.83,87.03,88.73,88.73
03-01-23,20738500,89.83,91.55,89.02,89.70,89.70
04-01-23,27046500,91.01,91.24,87.80,88.71,88.71
05-01-23,23136100,88.07,88.21,86.56,86.77,86.77
06-01-23,26612600,87.36,88.47,85.57,88.16,88.16
09-01-23,22996700,89.20,90.83,88.58,88.80,88.80
10-01-23,22855600,86.72,89.47,86.70,89.24,89.24
11-01-23,25998800,90.06,92.45,89.74,92.26,92.26
12-01-23,22754200,92.40,92.62,90.57,91.91,91.91
13-01-23,18630700,91.53,92.98,90.93,92.80,92.80
17-01-23,22935800,92.78,92.97,90.84,92.16,92.16
18-01-23,19641600,92.94,93.59,91.40,91.78,91.78
19-01-23,28707700,91.39,94.40,91.38,93.91,93.91
20-01-23,53704800,95.95,99.42,95.91,99.28,99.28
23-01-23,31791800,99.13,101.40,98.75,101.21,101.21
24-01-23,27391400,99.55,101.09,98.70,99.21,99.21
25-01-23,31000900,97.20,97.72,95.26,96.73,96.73
26-01-23,24542100,98.28,99.21,96.82,99.16,99.16
27-01-23,29020400,99.05,101.58,98.97,100.71,100.71
30-01-23,24365100,98.75,99.41,97.52,97.95,97.95
31-01-23,22306800,97.86,99.91,97.79,99.87,99.87
01-02-23,26392600,99.74,102.19,98.42,101.43,101.43
02-02-23,46622600,106.79,108.82,106.54,108.80,108.80
03-02-23,36823400,103.51,108.02,103.30,105.22,105.22
06-02-23,25573000,102.68,104.70,102.21,103.47,103.47
07-02-23,33738800,103.63,108.67,103.55,108.04,108.04
08-02-23,73546000,102.69,103.58,98.46,100.00,100.00
09-02-23,97798600,100.54,100.61,93.86,95.46,95.46
10-02-23,49325300,95.74,97.02,94.53,94.86,94.86
13-02-23,43116600,95.01,95.35,94.05,95.00,95.00
14-02-23,42513100,94.66,95.18,92.65,94.95,94.95
15-02-23,36964500,94.74,97.34,94.36,97.10,97.10
16-02-23,35642100,95.54,97.88,94.97,95.78,95.78
17-02-23,31095100,95.07,95.75,93.45,94.59,94.59
21-02-23,28367200,93.24,93.42,92.00,92.05,92.05
22-02-23,29891100,91.93,92.36,90.87,91.80,91.80
23-02-23,32423700,92.13,92.13,90.01,91.07,91.07
24-02-23,31295600,89.63,90.13,88.86,89.35,89.35
27-02-23,22724300,90.09,90.45,89.61,90.10,90.10
28-02-23,30546900,89.54,91.45,89.52,90.30,90.30
01-03-23,26323900,90.16,91.20,89.85,90.51,90.51
02-03-23,23328600,89.86,92.48,89.77,92.31,92.31
03-03-23,30242500,92.74,94.11,92.66,94.02,94.02
06-03-23,28288200,94.36,96.30,94.30,95.58,95.58
07-03-23,24101500,95.42,96.09,93.84,94.17,94.17
08-03-23,25395200,94.40,96.24,94.40,94.65,94.65
09-03-23,24438900,94.49,95.92,92.36,92.66,92.66
10-03-23,32850100,92.50,93.18,90.80,91.01,91.01
13-03-23,31508600,90.57,93.08,89.94,91.66,91.66
14-03-23,32303900,93.07,94.83,92.78,94.25,94.25
15-03-23,38367300,93.54,97.25,93.04,96.55,96.55
16-03-23,54499500,96.57,101.97,95.87,101.07,101.07
17-03-23,76140300,100.84,103.49,100.75,102.46,102.46
20-03-23,26033900,101.06,102.58,100.79,101.93,101.93
21-03-23,33122800,101.98,105.96,101.86,105.84,105.84
22-03-23,32336900,105.14,107.51,104.21,104.22,104.22
23-03-23,31385800,105.89,107.10,105.41,106.26,106.26
24-03-23,25236200,105.74,106.16,104.74,106.06,106.06
27-03-23,25393400,105.32,105.40,102.63,103.06,103.06
28-03-23,24913500,103.00,103.00,100.28,101.36,101.36
29-03-23,26148300,102.72,102.82,101.03,101.90,101.90
30-03-23,25009800,101.44,101.61,100.29,101.32,101.32
31-03-23,28108000,101.71,104.19,101.44,104.00,104.00
03-04-23,20719900,102.67,104.95,102.38,104.91,104.91
04-04-23,20377200,104.84,106.10,104.60,105.12,105.12
05-04-23,21864200,106.12,106.54,104.10,104.95,104.95
06-04-23,34684200,105.77,109.63,104.82,108.90,108.90
10-04-23,19741500,107.39,107.97,105.60,106.95,106.95
11-04-23,18721300,106.92,107.22,105.28,106.12,106.12
12-04-23,22761600,107.39,107.59,104.97,105.22,105.22
13-04-23,21650700,106.47,108.26,106.44,108.19,108.19
14-04-23,20758700,107.69,109.58,107.59,109.46,109.46
17-04-23,29043400,105.43,106.71,105.32,106.42,106.42
18-04-23,17641400,107.00,107.05,104.78,105.12,105.12
19-04-23,16732000,104.21,105.72,103.80,105.02,105.02
20-04-23,22515300,104.65,106.89,104.64,105.90,105.90
21-04-23,22379000,106.09,106.64,105.49,105.91,105.91
24-04-23,21410900,106.05,107.32,105.36,106.78,106.78
25-04-23,31408100,106.61,107.44,104.56,104.61,104.61
26-04-23,37068200,105.56,107.02,103.27,104.45,104.45
27-04-23,38235200,105.23,109.15,104.42,108.37,108.37
28-04-23,23957900,107.80,108.29,106.04,108.22,108.22
01-05-23,20926300,107.72,108.68,107.50,107.71,107.71
02-05-23,20343100,107.66,107.73,104.50,105.98,105.98
03-05-23,17116300,106.22,108.13,105.62,106.12,106.12
04-05-23,19780600,106.16,106.30,104.70,105.21,105.21
05-05-23,20705300,105.32,106.44,104.74,106.21,106.21
08-05-23,17266000,105.79,108.42,105.79,108.24,108.24
09-05-23,24782400,108.78,110.60,107.72,107.94,107.94
10-05-23,47533500,108.55,113.51,108.48,112.28,112.28
11-05-23,57115100,115.86,118.44,114.93,116.90,116.90
12-05-23,31272500,117.00,118.26,116.55,117.92,117.92
15-05-23,22107900,116.49,118.79,116.48,116.96,116.96
16-05-23,32370100,116.83,121.20,116.83,120.09,120.09
17-05-23,26659600,120.18,122.28,119.46,121.48,121.48
18-05-23,27014500,121.56,123.90,121.49,123.52,123.52
19-05-23,30251300,124.20,126.48,122.72,123.25,123.25
22-05-23,29760200,123.51,127.05,123.45,125.87,125.87
23-05-23,24477900,124.93,125.42,123.05,123.29,123.29
24-05-23,23087900,121.88,122.75,120.75,121.64,121.64
25-05-23,33812700,125.21,125.98,122.90,124.35,124.35
26-05-23,25154700,124.07,126.00,123.29,125.43,125.43
30-05-23,27230700,126.29,126.38,122.89,124.64,124.64
31-05-23,41548800,123.70,124.90,123.10,123.37,123.37
01-06-23,25017700,123.50,125.04,123.30,124.37,124.37
02-06-23,19362400,124.49,126.75,124.35,125.23,125.23
05-06-23,22672500,124.61,127.99,124.38,126.63,126.63
06-06-23,19450100,126.60,128.88,125.97,127.91,127.91
07-06-23,34179300,127.57,129.55,122.63,122.94,122.94
08-06-23,24815000,122.58,123.73,122.01,122.67,122.67
09-06-23,20304500,122.56,124.29,122.42,122.87,122.87
12-06-23,22255700,123.39,124.75,122.35,124.35,124.35
13-06-23,19287700,125.65,125.86,123.85,124.43,124.43
14-06-23,24659600,123.80,124.79,122.16,124.38,124.38
15-06-23,24517100,123.88,126.16,123.14,125.79,125.79
16-06-23,56686800,126.70,126.70,123.79,124.06,124.06
20-06-23,22698000,123.54,125.18,122.83,123.85,123.85
21-06-23,22612000,123.24,123.41,120.86,121.26,121.26
22-06-23,20781900,120.66,123.93,119.60,123.87,123.87
23-06-23,29542900,122.04,123.44,121.86,123.02,123.02
26-06-23,23185000,121.47,122.72,118.99,119.09,119.09
27-06-23,27221700,117.84,119.89,116.91,119.01,119.01
28-06-23,19753100,117.96,121.27,117.60,121.08,121.08
29-06-23,18517500,120.09,120.91,119.21,120.01,120.01
30-06-23,23865800,121.10,122.03,120.88,120.97,120.97
03-07-23,13888300,120.32,121.02,119.71,120.56,120.56
05-07-23,17830300,120.06,123.37,120.06,122.63,122.63
06-07-23,17732500,120.64,121.15,119.25,120.93,120.93
07-07-23,20982400,120.89,121.75,120.09,120.14,120.14
10-07-23,32960100,119.07,119.07,116.64,116.87,116.87
11-07-23,18286600,116.76,118.22,115.83,117.71,117.71
12-07-23,22059600,119.30,120.96,119.00,119.62,119.62
13-07-23,31535900,121.54,125.33,121.06,124.83,124.83
14-07-23,20482800,125.13,127.09,124.90,125.70,125.70
17-07-23,20675300,126.06,127.28,124.50,125.06,125.06
