Date,Volume,Open,High,Low,Close,Adj Close
06-02-19,42112000,56.98,57.35,55.64,55.76,55.76
07-02-19,40896000,55.21,55.24,54.30,54.94,54.94
08-02-19,21516000,54.35,54.95,54.33,54.75,54.75
11-02-19,21304000,54.85,55.30,54.64,54.75,54.75
12-02-19,32182000,55.34,56.26,55.29,56.07,56.07
13-02-19,20996000,56.25,56.74,55.92,56.01,56.01
14-02-19,18952000,55.90,56.41,55.52,56.08,56.08
15-02-19,28996000,56.50,56.58,55.53,55.68,55.68
19-02-19,20928000,55.50,56.09,55.50,55.93,55.93
20-02-19,21756000,56.00,56.17,55.26,55.69,55.69
21-02-19,28302000,55.54,55.60,54.63,54.85,54.85
22-02-19,20990000,55.04,55.56,54.78,55.52,55.52
25-02-19,28262000,55.80,55.93,55.36,55.47,55.47
26-02-19,29426000,55.29,55.98,55.00,55.76,55.76
27-02-19,19368000,55.35,55.90,55.05,55.80,55.80
28-02-19,30850000,55.56,56.38,55.55,56.00,56.00
01-03-19,29006000,56.24,57.15,56.24,57.05,57.05
04-03-19,28920000,57.35,57.91,56.53,57.39,57.39
05-03-19,28864000,57.50,58.48,57.31,58.10,58.10
06-03-19,21986000,58.12,58.38,57.77,57.89,57.89
07-03-19,23332000,57.79,57.84,56.75,57.17,57.17
08-03-19,24248000,56.34,57.35,56.17,57.12,57.12
11-03-19,34384000,57.22,58.81,57.22,58.79,58.79
12-03-19,40262000,58.91,60.00,58.91,59.66,59.66
13-03-19,28718000,60.03,60.05,59.60,59.67,59.67
14-03-19,23456000,59.73,59.89,59.22,59.28,59.28
15-03-19,49236000,59.67,59.83,59.13,59.22,59.22
18-03-19,25852000,59.17,59.50,58.87,59.21,59.21
19-03-19,30414000,59.44,60.00,59.29,59.94,59.94
20-03-19,44548000,59.87,61.36,59.81,61.20,61.20
21-03-19,24080000,60.80,61.59,60.66,61.58,61.58
22-03-19,34284000,61.32,61.50,60.14,60.28,60.28
25-03-19,29936000,59.85,60.32,59.35,59.65,59.65
26-03-19,38024000,59.93,60.14,58.84,59.23,59.23
27-03-19,28004000,59.28,59.38,57.97,58.65,58.65
28-03-19,19234000,58.58,58.58,57.97,58.42,58.42
29-03-19,25398000,58.74,58.95,58.14,58.67,58.67
01-04-19,25050000,59.21,59.83,59.10,59.72,59.72
02-04-19,16558000,59.77,60.07,59.29,60.02,60.02
03-04-19,20286000,60.37,60.81,60.03,60.30,60.30
04-04-19,19000000,60.30,60.78,60.21,60.75,60.75
05-04-19,18144000,60.75,60.81,60.25,60.36,60.36
08-04-19,17204000,60.39,60.43,59.99,60.19,60.19
09-04-19,17528000,59.80,60.11,59.65,59.86,59.86
10-04-19,14492000,60.03,60.19,59.82,60.11,60.11
11-04-19,14204000,60.20,60.40,60.01,60.23,60.23
12-04-19,18668000,60.50,60.92,60.41,60.89,60.89
15-04-19,23748000,60.90,61.21,60.46,61.06,61.06
16-04-19,17126000,61.25,61.54,61.01,61.36,61.36
17-04-19,24438000,61.65,62.03,61.39,61.82,61.82
18-04-19,26636000,61.96,62.10,61.73,61.82,61.82
22-04-19,16146000,61.80,62.45,61.42,62.44,62.44
23-04-19,26398000,62.53,63.45,62.32,63.23,63.23
24-04-19,20376000,63.21,63.40,62.75,62.80,62.80
25-04-19,22146000,63.24,63.37,62.60,63.17,63.17
26-04-19,24828000,63.45,63.65,63.02,63.61,63.61
29-04-19,49988000,63.70,64.46,63.31,64.38,64.38
30-04-19,124140000,59.25,59.64,58.75,59.42,59.42
01-05-19,52784000,59.40,59.40,58.36,58.40,58.40
02-05-19,38896000,58.39,58.71,57.75,58.13,58.13
03-05-19,39614000,58.68,59.34,58.45,59.27,59.27
06-05-19,31278000,58.31,59.54,58.31,59.47,59.47
07-05-19,31028000,59.02,59.52,58.05,58.71,58.71
08-05-19,26186000,58.60,59.02,58.29,58.31,58.31
09-05-19,23714000,57.95,58.48,57.54,58.12,58.12
10-05-19,26290000,58.18,58.63,57.13,58.21,58.21
13-05-19,37212000,57.10,57.40,56.11,56.60,56.60
14-05-19,36732000,56.86,57.02,55.98,56.02,56.02
15-05-19,45786000,55.89,58.57,55.83,58.21,58.21
16-05-19,30628000,58.23,59.41,58.14,58.95,58.95
17-05-19,24172000,58.42,59.01,58.00,58.12,58.12
20-05-19,27066000,57.22,57.34,56.57,56.94,56.94
21-05-19,23196000,57.42,57.64,56.90,57.48,57.48
22-05-19,18290000,57.34,57.93,57.29,57.57,57.57
23-05-19,23978000,57.03,57.30,56.46,57.04,57.04
24-05-19,22240000,57.37,57.49,56.58,56.67,56.67
28-05-19,27300000,56.70,57.58,56.66,56.71,56.71
29-05-19,30764000,56.38,56.46,55.41,55.82,55.82
30-05-19,19038000,55.78,56.16,55.61,55.90,55.90
31-05-19,30156000,55.06,55.48,55.01,55.18,55.18
03-06-19,102612000,53.28,53.28,51.25,51.81,51.81
04-06-19,56670000,52.15,52.80,51.68,52.65,52.65
05-06-19,43368000,52.58,52.68,51.52,52.11,52.11
06-06-19,34064000,52.25,52.37,51.69,52.22,52.22
07-06-19,36048000,52.53,53.55,52.42,53.30,53.30
10-06-19,29284000,53.65,54.63,53.62,54.02,54.02
11-06-19,28734000,54.70,55.10,53.88,53.94,53.94
12-06-19,21220000,53.90,54.05,53.38,53.85,53.85
13-06-19,21154000,54.18,54.71,54.01,54.44,54.44
14-06-19,22230000,54.32,54.63,54.01,54.27,54.27
17-06-19,18832000,54.31,54.96,54.31,54.63,54.63
18-06-19,27734000,55.48,55.82,54.95,55.18,55.18
19-06-19,26776000,55.28,55.35,54.67,55.12,55.12
20-06-19,25240000,56.00,56.01,55.24,55.57,55.57
21-06-19,38952000,55.46,56.21,55.40,56.09,56.09
24-06-19,27912000,55.98,56.10,55.55,55.78,55.78
25-06-19,30938000,55.63,55.72,54.19,54.32,54.32
26-06-19,36218000,54.33,54.65,53.61,53.99,53.99
27-06-19,20086000,54.20,54.36,53.76,53.80,53.80
28-06-19,33864000,53.82,54.05,53.67,54.05,54.05
01-07-19,28726000,54.90,55.38,54.69,54.90,54.90
02-07-19,19832000,55.11,55.59,54.91,55.56,55.56
03-07-19,15340000,55.87,56.34,55.69,56.08,56.08
05-07-19,25286000,55.89,56.64,55.81,56.58,56.58
08-07-19,24728000,56.26,56.30,55.56,55.82,55.82
09-07-19,26608000,55.59,56.40,55.36,56.24,56.24
10-07-19,24190000,56.56,57.10,56.55,57.02,57.02
11-07-19,23910000,57.16,57.65,56.98,57.21,57.21
12-07-19,17280000,57.20,57.37,56.94,57.24,57.24
15-07-19,18076000,57.34,57.54,56.97,57.52,57.52
16-07-19,24776000,57.30,57.93,57.25,57.68,57.68
17-07-19,23400000,57.55,57.92,57.29,57.32,57.32
18-07-19,25814000,57.09,57.38,56.64,57.32,57.32
19-07-19,32944000,57.41,57.56,56.48,56.51,56.51
22-07-19,26030000,56.67,56.96,56.21,56.90,56.90
23-07-19,21874000,57.20,57.35,56.59,57.31,57.31
24-07-19,31796000,56.60,57.20,56.35,56.89,56.89
25-07-19,44196000,56.89,57.08,56.05,56.61,56.61
26-07-19,96116000,61.20,63.28,61.20,62.52,62.52
29-07-19,44474000,62.05,62.37,61.41,61.97,61.97
30-07-19,29066000,61.27,61.74,61.17,61.26,61.26
31-07-19,34510000,61.15,61.70,60.39,60.83,60.83
01-08-19,33970000,60.70,61.71,60.29,60.45,60.45
02-08-19,32902000,60.04,60.35,59.45,59.70,59.70
05-08-19,51950000,58.50,58.76,57.01,57.62,57.62
06-08-19,34188000,58.17,59.00,58.00,58.50,58.50
07-08-19,28886000,57.80,58.92,57.48,58.70,58.70
08-08-19,29360000,59.14,60.25,58.65,60.24,60.24
09-08-19,21314000,59.90,60.19,59.18,59.40,59.40
12-08-19,20060000,58.96,59.25,58.38,58.74,58.74
13-08-19,25888000,58.57,60.24,58.57,59.86,59.86
14-08-19,31574000,58.82,59.12,58.03,58.21,58.21
15-08-19,24374000,58.17,58.79,58.11,58.36,58.36
16-08-19,26266000,58.98,59.14,58.59,58.88,58.88
19-08-19,24632000,59.50,60.35,59.50,59.92,59.92
20-08-19,18310000,59.76,59.80,59.11,59.13,59.13
21-08-19,14814000,59.66,59.95,59.37,59.56,59.56
22-08-19,18950000,59.70,59.90,58.93,59.48,59.48
23-08-19,33740000,59.10,59.70,57.39,57.56,57.56
26-08-19,24522000,57.86,58.47,57.65,58.44,58.44
27-08-19,21544000,59.03,59.12,58.07,58.39,58.39
28-08-19,16040000,58.09,58.82,57.87,58.55,58.55
29-08-19,21768000,59.06,59.80,59.06,59.64,59.64
30-08-19,22596000,59.92,59.92,59.19,59.40,59.40
03-09-19,29598000,58.85,59.34,58.16,58.42,58.42
04-09-19,21378000,58.84,59.17,58.55,59.07,59.07
05-09-19,28162000,59.58,60.65,59.58,60.57,60.57
06-09-19,21442000,60.41,60.60,60.13,60.25,60.25
09-09-19,29438000,60.20,61.00,59.63,60.22,60.22
10-09-19,25202000,59.76,60.50,59.73,60.30,60.30
11-09-19,26140000,60.17,61.13,60.11,61.01,61.01
12-09-19,34518000,61.22,62.09,61.15,61.71,61.71
13-09-19,26028000,61.57,62.04,61.35,61.98,61.98
16-09-19,21066000,61.48,61.98,61.28,61.56,61.56
17-09-19,19102000,61.52,61.75,61.18,61.46,61.46
18-09-19,22702000,61.38,61.78,60.83,61.62,61.62
19-09-19,19920000,61.60,62.22,61.60,61.94,61.94
20-09-19,45400000,61.66,62.17,61.15,61.50,61.50
23-09-19,21248000,61.30,61.95,61.21,61.70,61.70
24-09-19,31664000,62.00,62.34,60.53,60.94,60.94
25-09-19,29060000,60.79,62.42,60.50,62.33,62.33
26-09-19,30760000,62.10,62.25,61.61,62.07,62.07
27-09-19,27078000,62.15,62.20,60.72,61.25,61.25
30-09-19,28082000,61.05,61.30,60.62,60.95,60.95
01-10-19,25470000,60.95,61.56,60.18,60.26,60.26
02-10-19,32302000,59.85,59.85,58.56,58.83,58.83
03-10-19,32424000,59.00,59.45,58.12,59.39,59.39
04-10-19,23248000,59.59,60.57,59.46,60.45,60.45
07-10-19,16858000,60.22,60.91,60.19,60.38,60.38
08-10-19,20786000,59.88,60.30,59.45,59.46,59.46
09-10-19,17354000,59.97,60.42,59.88,60.12,60.12
10-10-19,16932000,59.93,60.75,59.87,60.43,60.43
11-10-19,25454000,61.11,61.42,60.69,60.77,60.77
14-10-19,17350000,60.62,61.32,60.59,60.86,60.86
15-10-19,27634000,61.02,62.37,61.02,62.15,62.15
16-10-19,21892000,62.06,62.74,61.92,62.18,62.18
17-10-19,19048000,62.55,63.17,62.50,62.65,62.65
18-10-19,27056000,62.67,62.94,62.05,62.27,62.27
21-10-19,20544000,62.61,62.73,62.03,62.31,62.31
22-10-19,20476000,62.39,62.53,62.07,62.14,62.14
23-10-19,18230000,62.12,62.99,62.12,62.96,62.96
24-10-19,20562000,63.04,63.20,62.69,63.05,63.05
25-10-19,24262000,62.55,63.48,62.50,63.26,63.26
28-10-19,52264000,63.77,64.97,63.63,64.50,64.50
29-10-19,37728000,63.81,64.08,62.86,63.13,63.13
30-10-19,28178000,62.65,63.47,62.60,63.06,63.06
31-10-19,29114000,63.06,63.38,62.54,63.01,63.01
01-11-19,33402000,63.25,63.73,63.03,63.69,63.69
04-11-19,30020000,63.82,64.71,63.82,64.57,64.57
05-11-19,25654000,64.64,64.95,64.56,64.60,64.60
06-11-19,23060000,64.47,64.69,64.13,64.59,64.59
07-11-19,40600000,64.71,66.19,64.71,65.44,65.44
08-11-19,25028000,65.26,65.90,65.22,65.57,65.57
11-11-19,20238000,65.16,65.32,64.87,64.96,64.96
12-11-19,21718000,65.00,65.50,64.79,64.94,64.94
13-11-19,16534000,64.70,65.21,64.68,64.90,64.90
14-11-19,23870000,64.88,65.85,64.78,65.57,65.57
15-11-19,35652000,65.95,66.74,65.71,66.74,66.74
18-11-19,29748000,66.61,66.78,65.88,66.04,66.04
19-11-19,25384000,66.39,66.39,65.64,65.77,65.77
20-11-19,26172000,65.59,65.75,64.56,65.15,65.15
21-11-19,19910000,65.07,65.63,64.65,65.07,65.07
22-11-19,27714000,65.28,65.44,64.57,64.77,64.77
25-11-19,20724000,64.96,65.57,64.91,65.33,65.33
26-11-19,21394000,65.49,65.74,65.25,65.68,65.68
27-11-19,19912000,65.75,65.92,65.48,65.65,65.65
29-11-19,11740000,65.36,65.51,65.20,65.25,65.25
02-12-19,30218000,65.05,65.29,64.05,64.50,64.50
03-12-19,22876000,63.98,64.92,63.95,64.76,64.76
04-12-19,30750000,65.35,66.29,65.24,66.03,66.03
05-12-19,24254000,66.40,66.47,65.82,66.41,66.41
06-12-19,26296000,66.67,67.20,66.67,67.03,67.03
09-12-19,27086000,66.90,67.97,66.89,67.18,67.18
10-12-19,21882000,67.07,67.50,66.80,67.23,67.23
11-12-19,17008000,67.54,67.56,67.13,67.25,67.25
12-12-19,25620000,67.30,67.79,67.03,67.51,67.51
13-12-19,30992000,67.40,67.65,67.19,67.39,67.39
16-12-19,27946000,67.82,68.23,67.63,68.06,68.06
17-12-19,37080000,68.14,68.25,67.57,67.76,67.76
18-12-19,30452000,67.83,68.02,67.55,67.63,67.63
19-12-19,29398000,67.59,67.90,67.45,67.80,67.80
20-12-19,66300000,68.17,68.18,67.45,67.48,67.48
23-12-19,17662000,67.79,67.99,67.33,67.44,67.44
24-12-19,6950000,67.43,67.51,67.14,67.18,67.18
26-12-19,13350000,67.31,68.07,67.22,68.02,68.02
27-12-19,20768000,68.15,68.23,67.47,67.59,67.59
30-12-19,21018000,67.50,67.65,66.70,66.81,66.81
31-12-19,19236000,66.51,66.90,66.45,66.85,66.85
02-01-20,28132000,67.08,68.41,67.08,68.37,68.37
03-01-20,23728000,67.39,68.63,67.28,68.03,68.03
06-01-20,34646000,67.50,69.82,67.50,69.71,69.71
07-01-20,30054000,69.90,70.15,69.52,69.67,69.67
08-01-20,30560000,69.60,70.58,69.54,70.22,70.22
09-01-20,30018000,71.03,71.37,70.51,70.99,70.99
10-01-20,36414000,71.38,71.75,70.92,71.49,71.49
13-01-20,33046000,71.81,72.03,71.30,71.96,71.96
14-01-20,31178000,71.95,72.09,71.42,71.54,71.54
15-01-20,25654000,71.51,72.07,71.51,71.96,71.96
16-01-20,23474000,72.37,72.60,72.05,72.58,72.58
17-01-20,47924000,73.15,74.06,72.91,74.02,74.02
21-01-20,40734000,73.96,74.59,73.56,74.22,74.22
22-01-20,32216000,74.55,75.16,74.25,74.30,74.30
23-01-20,27024000,74.38,74.78,74.11,74.33,74.33
24-01-20,35692000,74.68,74.77,73.26,73.34,73.34
27-01-20,35104000,71.55,71.90,71.06,71.70,71.70
28-01-20,31548000,72.15,72.80,71.62,72.63,72.63
29-01-20,21554000,72.94,73.27,72.34,72.93,72.93
30-01-20,26788000,72.00,72.86,71.82,72.79,72.79
31-01-20,48344000,73.45,73.51,71.43,71.71,71.71
03-02-20,60736000,73.10,74.50,72.95,74.30,74.30
04-02-20,78660000,72.85,73.47,71.32,72.35,72.35
05-02-20,39724000,73.12,73.19,71.53,72.41,72.41
06-02-20,33588000,72.52,74.10,72.48,73.81,73.81
07-02-20,23446000,73.36,74.29,73.32,73.96,73.96
10-02-20,28398000,73.72,75.47,73.72,75.43,75.43
11-02-20,26892000,75.59,76.48,75.28,75.44,75.44
12-02-20,23352000,75.72,76.03,75.41,75.91,75.91
13-02-20,18590000,75.63,76.36,75.23,75.73,75.73
14-02-20,23956000,75.78,76.04,75.37,76.04,76.04
18-02-20,22414000,75.75,76.58,75.63,75.98,75.98
19-02-20,18986000,76.25,76.61,76.07,76.33,76.33
20-02-20,21932000,76.10,76.48,75.34,75.91,75.91
21-02-20,34634000,75.40,75.61,74.02,74.26,74.26
24-02-20,57342000,71.31,71.85,70.57,71.08,71.08
25-02-20,49566000,71.65,71.91,69.12,69.42,69.42
26-02-20,44048000,69.81,70.79,68.95,69.66,69.66
27-02-20,59566000,68.10,68.59,65.86,65.90,65.90
28-02-20,75782000,63.88,67.06,63.55,66.97,66.97
02-03-20,48630000,67.58,69.54,66.34,69.46,69.46
03-03-20,48046000,69.97,70.51,66.60,67.07,67.07
04-03-20,38266000,67.96,69.40,67.16,69.33,69.33
05-03-20,51226000,67.51,67.95,65.25,65.95,65.95
06-03-20,53212000,63.85,65.31,63.05,64.92,64.92
09-03-20,67308000,60.26,62.74,60.00,60.78,60.78
10-03-20,52228000,63.00,64.06,60.94,64.02,64.02
11-03-20,52170000,62.49,63.05,59.80,60.77,60.77
12-03-20,84534000,56.30,59.69,55.67,55.75,55.75
13-03-20,74002000,58.95,60.99,55.86,60.99,60.99
16-03-20,85048000,54.80,57.61,53.72,54.22,54.22
17-03-20,77230000,54.66,56.54,52.80,55.99,55.99
18-03-20,84668000,52.83,55.33,51.86,54.84,54.84
19-03-20,73022000,54.65,57.90,53.01,55.76,55.76
20-03-20,72036000,56.79,57.20,53.27,53.62,53.62
23-03-20,80882000,53.07,53.57,50.68,52.83,52.83
24-03-20,66890000,55.19,56.75,54.53,56.72,56.72
25-03-20,81630000,56.32,57.45,54.30,55.12,55.12
26-03-20,71434000,55.59,58.50,54.68,58.09,58.09
27-03-20,64170000,56.28,57.53,55.30,55.54,55.54
30-03-20,51482000,56.25,57.58,54.82,57.34,57.34
31-03-20,49728000,57.37,58.77,56.91,58.14,58.14
01-04-20,46884000,56.10,56.48,54.87,55.28,55.28
02-04-20,39298000,54.91,56.34,54.82,56.04,56.04
03-04-20,46268000,55.95,56.18,53.99,54.89,54.89
06-04-20,53294000,56.90,59.73,56.55,59.35,59.35
07-04-20,47746000,61.05,61.25,59.11,59.33,59.33
08-04-20,39502000,60.33,60.95,59.41,60.51,60.51
09-04-20,43508000,61.20,61.28,59.84,60.57,60.57
13-04-20,34796000,60.46,61.03,59.38,60.88,60.88
14-04-20,49408000,62.25,64.10,61.85,63.46,63.46
15-04-20,33434000,62.28,64.02,62.02,63.12,63.12
16-04-20,50362000,63.71,63.95,62.13,63.17,63.17
17-04-20,38980000,64.24,64.72,63.56,64.16,64.16
20-04-20,33910000,63.55,64.08,63.07,63.33,63.33
21-04-20,43060000,62.35,62.71,60.49,60.82,60.82
22-04-20,41848000,62.28,64.28,62.10,63.16,63.16
23-04-20,31324000,63.58,64.67,63.28,63.82,63.82
24-04-20,32792000,63.06,64.02,62.47,63.97,63.97
27-04-20,32012000,64.80,64.81,63.45,63.79,63.79
28-04-20,59026000,64.40,64.40,61.61,61.68,61.68
29-04-20,75872000,67.07,68.00,66.27,67.07,67.07
30-04-20,53378000,66.24,67.64,66.12,67.43,67.43
01-05-20,41450000,66.43,67.60,65.55,66.03,66.03
04-05-20,30080000,65.41,66.38,64.95,66.34,66.34
05-05-20,33030000,66.90,68.70,66.87,67.56,67.56
06-05-20,24308000,68.08,68.56,67.36,67.36,67.36
07-05-20,27952000,68.30,68.88,67.76,68.63,68.63
08-05-20,27738000,69.16,69.94,68.77,69.42,69.42
11-05-20,28242000,68.91,70.83,68.86,70.16,70.16
12-05-20,27812000,70.36,70.75,68.74,68.79,68.79
13-05-20,36252000,68.85,69.27,66.42,67.47,67.47
14-05-20,32062000,66.75,67.87,66.20,67.81,67.81
15-05-20,34154000,67.50,68.72,66.95,68.66,68.66
18-05-20,36448000,68.09,69.62,67.71,69.20,69.20
19-05-20,25612000,69.35,69.60,68.67,68.67,68.67
20-05-20,33108000,69.48,70.52,69.36,70.34,70.34
21-05-20,27700000,70.40,70.77,69.67,70.14,70.14
22-05-20,26188000,69.84,70.64,69.59,70.52,70.52
26-05-20,41212000,71.86,72.05,70.61,70.85,70.85
27-05-20,33716000,70.86,71.09,69.56,70.89,70.89
28-05-20,33844000,69.84,72.04,69.80,70.84,70.84
29-05-20,36418000,70.85,71.63,70.67,71.45,71.45
01-06-20,24342000,70.92,71.90,70.90,71.59,71.59
02-06-20,25562000,71.53,71.98,70.94,71.96,71.96
03-06-20,25124000,71.92,72.33,71.49,71.82,71.82
04-06-20,29686000,71.52,71.95,70.24,70.61,70.61
05-06-20,34698000,70.66,72.25,70.30,71.92,71.92
08-06-20,28084000,71.12,72.40,71.12,72.33,72.33
09-06-20,28184000,72.27,73.40,72.16,72.81,72.81
10-06-20,30504000,72.98,73.71,72.81,73.29,73.29
11-06-20,39826000,72.12,72.72,70.10,70.19,70.19
12-06-20,38928000,71.42,71.85,69.30,70.66,70.66
15-06-20,30078000,69.54,71.24,69.40,70.99,70.99
16-06-20,34184000,72.26,72.75,71.29,72.14,72.14
17-06-20,30992000,72.36,73.00,71.57,72.56,72.56
18-06-20,31638000,72.46,72.57,71.35,71.80,71.80
19-06-20,63158000,72.20,72.39,71.07,71.59,71.59
22-06-20,30848000,71.45,72.64,71.16,72.59,72.59
23-06-20,28596000,72.78,73.80,72.26,73.22,73.22
24-06-20,35120000,73.08,73.77,71.49,71.60,71.60
25-06-20,24610000,71.50,72.14,71.00,72.07,72.07
26-06-20,85354000,71.57,71.67,67.60,68.00,68.00
29-06-20,36204000,67.91,69.78,67.35,69.75,69.75
30-06-20,40848000,69.52,70.93,69.20,70.68,70.68
01-07-20,35504000,70.56,72.15,70.49,71.90,71.90
02-07-20,37182000,72.35,74.15,72.32,73.24,73.24
06-07-20,31280000,74.00,75.33,73.64,74.79,74.79
07-07-20,29164000,74.50,75.84,74.18,74.26,74.26
08-07-20,24994000,74.72,75.29,74.28,74.80,74.80
09-07-20,28466000,75.32,76.14,74.40,75.55,75.55
10-07-20,37126000,75.31,77.19,74.83,77.09,77.09
13-07-20,36928000,77.50,78.86,75.26,75.57,75.57
14-07-20,31700000,74.52,76.15,74.18,76.03,76.03
15-07-20,32214000,76.16,76.77,74.90,75.68,75.68
16-07-20,30386000,75.00,75.93,74.32,75.90,75.90
17-07-20,29134000,76.08,76.17,74.92,75.78,75.78
20-07-20,31146000,75.76,78.51,75.18,78.29,78.29
21-07-20,24324000,79.35,79.35,77.71,77.92,77.92
22-07-20,18640000,78.03,78.50,77.31,78.42,78.42
23-07-20,32552000,78.35,78.59,75.37,75.78,75.78
24-07-20,30880000,74.95,75.88,74.42,75.59,75.59
27-07-20,24920000,75.78,77.05,75.76,76.51,76.51
28-07-20,34044000,76.26,76.32,74.88,75.02,75.02
29-07-20,22130000,75.32,76.56,75.07,76.10,76.10
30-07-20,33428000,74.85,76.89,74.61,76.57,76.57
31-07-20,68798000,75.25,75.45,72.70,74.15,74.15
03-08-20,46604000,74.33,74.52,73.28,73.72,73.72
04-08-20,38070000,73.83,74.28,72.93,73.25,73.25
05-08-20,39590000,73.46,74.12,73.17,73.68,73.68
06-08-20,39908000,73.59,75.12,73.30,75.00,75.00
07-08-20,31556000,75.00,75.84,74.08,74.72,74.72
10-08-20,25786000,74.36,75.20,73.65,74.81,74.81
11-08-20,29088000,74.62,75.50,73.90,74.02,74.02
12-08-20,28740000,74.28,75.62,74.26,75.33,75.33
13-08-20,29104000,75.52,76.86,75.40,75.92,75.92
14-08-20,27096000,75.78,76.10,75.14,75.39,75.39
17-08-20,27566000,75.73,76.28,75.40,75.90,75.90
18-08-20,40542000,76.31,78.12,76.19,77.93,77.93
19-08-20,33212000,77.67,78.68,77.20,77.38,77.38
20-08-20,34138000,77.17,79.29,76.91,79.09,79.09
21-08-20,28930000,78.85,79.89,78.40,79.02,79.02
24-08-20,28198000,79.70,80.71,79.03,79.41,79.41
25-08-20,44942000,79.10,80.58,79.10,80.41,80.41
26-08-20,79868000,80.40,82.96,80.18,82.62,82.62
27-08-20,37232000,82.68,82.75,81.29,81.72,81.72
28-08-20,29980000,81.67,82.36,81.54,82.22,82.22
31-08-20,36468000,82.39,82.40,81.52,81.71,81.71
01-09-20,36506000,81.83,83.29,81.61,83.04,83.04
02-09-20,50224000,83.69,86.66,83.32,86.41,86.41
03-09-20,62156000,85.49,85.49,80.75,82.09,82.09
04-09-20,52172000,81.21,82.26,77.38,79.55,79.55
08-09-20,52218000,76.68,78.19,76.40,76.62,76.62
09-09-20,35494000,77.88,78.45,76.80,77.85,77.85
10-09-20,32372000,78.03,79.20,76.29,76.60,76.60
11-09-20,31942000,76.80,78.76,74.87,76.04,76.04
14-09-20,33932000,76.95,78.20,75.79,75.96,75.96
15-09-20,26622000,76.80,77.98,76.59,77.07,77.07
16-09-20,26234000,77.78,78.10,75.99,76.04,76.04
17-09-20,37596000,74.80,75.41,73.50,74.78,74.78
18-09-20,62078000,74.90,75.15,71.86,73.00,73.00
21-09-20,57776000,72.00,72.42,70.33,71.56,71.56
22-09-20,31664000,72.50,73.48,71.73,73.27,73.27
23-09-20,33148000,72.94,73.05,70.39,70.76,70.76
24-09-20,29004000,70.55,72.19,70.49,71.41,71.41
25-09-20,26460000,71.63,72.50,70.67,72.25,72.25
28-09-20,40158000,73.71,73.84,72.47,73.23,73.23
29-09-20,19564000,73.52,73.83,72.94,73.47,73.47
30-09-20,34032000,73.34,74.49,72.99,73.48,73.48
01-10-20,35590000,74.21,74.95,73.96,74.50,74.50
02-10-20,25682000,73.10,74.16,72.55,72.92,72.92
05-10-20,22266000,73.31,74.41,73.21,74.30,74.30
06-10-20,24908000,73.78,74.34,72.43,72.67,72.67
07-10-20,34924000,73.21,73.45,71.80,73.01,73.01
08-10-20,23756000,73.25,74.50,73.25,74.30,74.30
09-10-20,28706000,74.74,75.83,74.47,75.76,75.76
12-10-20,49652000,77.15,79.69,76.63,78.46,78.46
13-10-20,32020000,79.19,79.50,78.16,78.58,78.58
14-10-20,38586000,78.93,79.38,77.53,78.40,78.40
15-10-20,30800000,77.36,78.76,77.25,77.96,77.96
16-10-20,28694000,78.29,79.06,78.15,78.65,78.65
19-10-20,32142000,79.02,79.41,76.40,76.73,76.73
20-10-20,44834000,76.35,78.88,76.28,77.80,77.80
21-10-20,51366000,78.67,80.94,78.58,79.67,79.67
22-10-20,28672000,79.65,81.10,79.25,80.77,80.77
23-10-20,27516000,81.30,82.12,81.03,82.05,82.05
26-10-20,37066000,81.25,81.91,78.82,79.52,79.52
27-10-20,24580000,79.78,80.34,79.14,80.21,80.21
28-10-20,36680000,77.99,78.07,75.73,75.83,75.83
29-10-20,40062000,76.12,79.69,76.11,78.36,78.36
30-10-20,86582000,83.61,84.35,80.22,81.05,81.05
